joint 0,joint 1,joint 2,joint 3,joint 4
2.9104708904027823,1.919435876432256,1.9222113843844086,1.919435876432256,2.9104708904027823
1.942869359010855,1.2941886906674192,1.2962993110023056,1.2941886906674192,1.942869359010855
NA,NA,NA,NA,NA
