joint 0,joint 1,joint 2,joint 3,joint 4
3.6502548146040565,2.431445607565349,2.435407726160977,2.431445607565349,3.6502548146040565
1.9397899101427352,1.2942522432915031,1.2962785547265343,1.2942522432915031,1.9397899101427352
NA,NA,NA,NA,NA
